participant;level;emoji;image;target_emotion;model_probability;label_1;label_2;label_3;success_labeler_1;success_labeler_2;success_labeler_3;agreement;include_in_dataset
10;3;13;1700577865632.png;Surprise;0.2269;Surprise;Fear;Disgust;1;0;0;1;0
10;3;14;1700577867123.png;Neutral;0.4268;Happiness;Neutral;Neutral;0;1;1;2;1
10;3;15;1700577870256.png;Sadness;0.4193;Sadness;Sadness;Sadness;1;1;1;3;1
10;3;16;1700577872295.png;Fear;0.2538;Surprise;Surprise;Surprise;0;0;0;0;0
10;3;17;1700577874000.png;Happiness;0.9853;Happiness;Happiness;Happiness;1;1;1;3;1
10;3;18;1700577875334.png;Disgust;0.0041;Happiness;Fear;Happiness;0;0;0;0;0
10;3;19;1700577877659.png;Surprise;0.4215;Surprise;Surprise;Surprise;1;1;1;3;1
10;3;20;1700577880261.png;Fear;0.5265;Fear;Fear;Fear;1;1;1;3;1
10;4;0;1700578007024.png;Disgust;0.0207;Happiness;Disgust;Disgust;0;1;1;2;1
10;4;1;1700578008370.png;Sadness;0.5963;Sadness;Sadness;Sadness;1;1;1;3;1
10;4;2;1700578010598.png;Neutral;0.4986;Neutral;Neutral;Neutral;1;1;1;3;1
10;4;3;1700578011711.png;Surprise;0.5959;Surprise;Fear;Surprise;1;0;1;2;1
10;4;4;1700578014206.png;Neutral;0.5257;Neutral;Neutral;Neutral;1;1;1;3;1
10;4;5;1700578015880.png;Neutral;0.5385;Neutral;Neutral;Neutral;1;1;1;3;1
10;4;6;1700578017539.png;Happiness;0.9847;Happiness;Happiness;Happiness;1;1;1;3;1
10;4;7;1700578018564.png;Anger;0.282;Disgust;Disgust;Anger;0;0;1;1;0
10;4;8;1700578020748.png;Sadness;0.744;Sadness;Sadness;Sadness;1;1;1;3;1
10;4;9;1700578022517.png;Fear;0.7965;Fear;Fear;Fear;1;1;1;3;1
10;4;10;1700578024369.png;Anger;0.32;Neutral;Neutral;Neutral;0;0;0;0;0
10;4;11;1700578026276.png;Happiness;0.9909;Happiness;Happiness;Happiness;1;1;1;3;1
10;4;12;1700578027679.png;Disgust;0.6933;Disgust;Disgust;Disgust;1;1;1;3;1
10;4;13;1700578029507.png;Happiness;0.9903;Happiness;Happiness;Happiness;1;1;1;3;1
10;4;14;1700578030966.png;Anger;0.3222;Sadness;Sadness;Anger;0;0;1;1;0
10;4;15;1700578033222.png;Disgust;0.1606;Neutral;Neutral;Neutral;0;0;0;0;0
10;4;16;1700578035450.png;Fear;0.5497;Surprise;Fear;Fear;0;1;1;2;1
10;4;17;1700578036809.png;Sadness;0.6438;Sadness;Sadness;Sadness;1;1;1;3;1
10;4;18;1700578038359.png;Neutral;0.522;Neutral;Neutral;Neutral;1;1;1;3;1
10;4;19;1700578040211.png;Surprise;0.6112;Surprise;Fear;Fear;1;0;0;1;0
10;4;20;1700578042343.png;Sadness;0.7936;Sadness;Sadness;Sadness;1;1;1;3;1
10;4;21;1700578043747.png;Surprise;0.5035;Surprise;Surprise;Fear;1;1;0;2;1
10;4;22;1700578045766.png;Anger;0.6765;Anger;Disgust;Anger;1;0;1;2;1
10;4;23;1700578047686.png;Fear;0.3252;Fear;Fear;Fear;1;1;1;3;1
10;4;24;1700578048955.png;Happiness;0.9523;Happiness;Happiness;Happiness;1;1;1;3;1
10;4;25;1700578050680.png;Fear;0.38;Surprise;Fear;Fear;0;1;1;2;1
10;4;26;1700578052853.png;Disgust;0.9191;Disgust;Disgust;Disgust;1;1;1;3;1
10;4;27;1700578053937.png;Surprise;0.7262;Surprise;Surprise;Fear;1;1;0;2;1
11;1;0;1700580278194.png;Anger;0.3813;Disgust;Anger;Anger;0;1;1;2;1
11;1;1;1700580280571.png;Sadness;0.294;Sadness;Surprise;Disgust;1;0;0;1;0
11;1;2;1700580283368.png;Happiness;0.9688;Happiness;Happiness;Happiness;1;1;1;3;1
11;1;3;1700580285249.png;Anger;0.3702;Sadness;Anger;Anger;0;1;1;2;1
11;1;4;1700580287634.png;Anger;0.4498;Disgust;Anger;Disgust;0;1;0;1;0
11;1;5;1700580290717.png;Sadness;0.4908;Sadness;Surprise;Sadness;1;0;1;2;1
11;1;6;1700580293340.png;Happiness;0.9666;Happiness;Happiness;Happiness;1;1;1;3;1
11;1;7;1700580295660.png;Sadness;0.4105;Sadness;Surprise;Sadness;1;0;1;2;1
11;1;8;1700580297765.png;Happiness;0.9772;Happiness;Happiness;Happiness;1;1;1;3;1
11;2;0;1700580365317.png;Neutral;0.5835;Neutral;Neutral;Neutral;1;1;1;3;1
11;2;1;1700580368960.png;Disgust;0.2287;Fear;Anger;Disgust;0;0;1;1;0
11;2;2;1700580370438.png;Surprise;0.7463;Surprise;Surprise;Surprise;1;1;1;3;1
11;2;3;1700580373458.png;Fear;0.3872;Fear;Fear;Fear;1;1;1;3;1
11;2;4;1700580376133.png;Disgust;0.6745;Disgust;Disgust;Disgust;1;1;1;3;1
11;2;5;1700580379024.png;Disgust;0.6297;Disgust;Sadness;Disgust;1;0;1;2;1
11;2;6;1700580381214.png;Fear;0.24;Fear;Fear;Fear;1;1;1;3;1
11;2;7;1700580384125.png;Neutral;0.6178;Neutral;Neutral;Neutral;1;1;1;3;1
11;2;8;1700580385269.png;Surprise;0.8919;Surprise;Surprise;Surprise;1;1;1;3;1
11;2;9;1700580387618.png;Surprise;0.7231;Surprise;Surprise;Surprise;1;1;1;3;1
11;2;10;1700580391543.png;Fear;0.925;Fear;Fear;Fear;1;1;1;3;1
11;2;11;1700580393980.png;Neutral;0.5378;Neutral;Neutral;Neutral;1;1;1;3;1
11;3;0;1700580482915.png;Neutral;0.5971;Neutral;Neutral;Neutral;1;1;1;3;1
11;3;1;1700580485070.png;Disgust;0.6065;Disgust;Disgust;Disgust;1;1;1;3;1
11;3;2;1700580487810.png;Anger;0.504;Disgust;Anger;Anger;0;1;1;2;1
11;3;3;1700580489743.png;Surprise;0.7846;Surprise;Surprise;Surprise;1;1;1;3;1
11;3;4;1700580491541.png;Happiness;0.9744;Happiness;Happiness;Happiness;1;1;1;3;1
11;3;5;1700580494213.png;Fear;0.4227;Surprise;Fear;Fear;0;1;1;2;1
11;3;6;1700580495753.png;Sadness;0.3893;Sadness;Sadness;Sadness;1;1;1;3;1
11;3;7;1700580497234.png;Sadness;0.3087;Disgust;Neutral;Neutral;0;0;0;0;0
11;3;8;1700580499741.png;Anger;0.3402;Disgust;Anger;Anger;0;1;1;2;1
11;3;9;1700580501372.png;Disgust;0.2824;Surprise;Fear;Disgust;0;0;1;1;0
11;3;10;1700580503226.png;Anger;0.8154;Disgust;Disgust;Disgust;0;0;0;0;0
11;3;11;1700580505437.png;Happiness;0.9801;Happiness;Happiness;Happiness;1;1;1;3;1
11;3;12;1700580507204.png;Neutral;0.5198;Anger;Neutral;Neutral;0;1;1;2;1
11;3;13;1700580509641.png;Surprise;0.7723;Surprise;Surprise;Surprise;1;1;1;3;1
11;3;14;1700580511202.png;Neutral;0.5321;Neutral;Anger;Neutral;1;0;1;2;1
11;3;15;1700580513563.png;Sadness;0.3424;Sadness;Sadness;Sadness;1;1;1;3;1
11;3;16;1700580515530.png;Fear;0.1003;Surprise;Fear;Fear;0;1;1;2;1
11;3;17;1700580518439.png;Happiness;0.9852;Happiness;Happiness;Happiness;1;1;1;3;1
11;3;18;1700580520204.png;Disgust;0.7727;Disgust;Anger;Sadness;1;0;0;1;0
11;3;19;1700580521795.png;Surprise;0.6741;Surprise;Surprise;Surprise;1;1;1;3;1
11;3;20;1700580524093.png;Fear;0.2512;Surprise;Fear;Fear;0;1;1;2;1
11;4;0;1700580667001.png;Disgust;0.0398;Sadness;Sadness;Disgust;0;0;1;1;0
11;4;1;1700580669106.png;Sadness;0.3674;Fear;Sadness;Fear;0;1;0;1;0
11;4;2;1700580670039.png;Neutral;0.6014;Anger;Neutral;Neutral;0;1;1;2;1
11;4;3;1700580672719.png;Surprise;0.4609;Surprise;Surprise;Surprise;1;1;1;3;1
11;4;4;1700580674360.png;Neutral;0.5186;Anger;Neutral;Neutral;0;1;1;2;1
11;4;5;1700580675190.png;Neutral;0.5036;Neutral;Neutral;Neutral;1;1;1;3;1
11;4;6;1700580676935.png;Happiness;0.9769;Happiness;Happiness;Happiness;1;1;1;3;1
11;4;7;1700580678854.png;Anger;0.4216;Anger;Anger;Anger;1;1;1;3;1
11;4;8;1700580681391.png;Sadness;0.3344;Sadness;Sadness;Sadness;1;1;1;3;1
11;4;9;1700580682776.png;Fear;0.2585;Surprise;Fear;Fear;0;1;1;2;1
11;4;10;1700580685000.png;Anger;0.3004;Sadness;Sadness;Sadness;0;0;0;0;0
11;4;11;1700580686765.png;Happiness;0.9543;Happiness;Happiness;Happiness;1;1;1;3;1
11;4;12;1700580688535.png;Disgust;0.6427;Disgust;Disgust;Disgust;1;1;1;3;1
11;4;13;1700580690290.png;Happiness;0.9725;Happiness;Happiness;Happiness;1;1;1;3;1
11;4;14;1700580691344.png;Anger;0.8306;Anger;Anger;Anger;1;1;1;3;1
11;4;15;1700580692879.png;Disgust;0.9182;Anger;Anger;Anger;0;0;0;0;0
11;4;16;1700580694925.png;Fear;0.1672;Neutral;Neutral;Neutral;0;0;0;0;0
11;4;17;1700580696247.png;Sadness;0.3683;Surprise;Fear;Fear;0;0;0;0;0
11;4;18;1700580699046.png;Neutral;0.3772;Neutral;Happiness;Happiness;1;0;0;1;0
11;4;19;1700580700662.png;Surprise;0.4939;Surprise;Surprise;Surprise;1;1;1;3;1
11;4;20;1700580702430.png;Sadness;0.2627;Sadness;Anger;Anger;1;0;0;1;0
11;4;21;1700580704337.png;Surprise;0.4301;Surprise;Surprise;Fear;1;1;0;2;1
11;4;22;1700580705076.png;Anger;0.3412;Surprise;Surprise;Surprise;0;0;0;0;0
11;4;23;1700580707011.png;Fear;0.1454;Surprise;Surprise;Fear;0;0;1;1;0
11;4;24;1700580709019.png;Happiness;0.9732;Happiness;Happiness;Happiness;1;1;1;3;1
11;4;25;1700580710779.png;Fear;0.0414;Surprise;Surprise;Surprise;0;0;0;0;0
11;4;26;1700580713105.png;Disgust;0.8042;Disgust;Disgust;Anger;1;1;0;2;1
11;4;27;1700580714526.png;Surprise;0.4882;Surprise;Surprise;Fear;1;1;0;2;1
12;1;0;1700581966347.png;Anger;0.3185;Sadness;Anger;Sadness;0;1;0;1;0
12;1;1;1700581969031.png;Sadness;0.2775;Neutral;Anger;Anger;0;0;0;0;0
12;1;2;1700581970470.png;Happiness;0.9612;Happiness;Happiness;Happiness;1;1;1;3;1
12;1;3;1700581974004.png;Anger;0.3937;Sadness;Sadness;Anger;0;0;1;1;0
12;1;4;1700581975842.png;Anger;0.2551;Sadness;Sadness;Sadness;0;0;0;0;0
12;1;5;1700581979100.png;Sadness;0.2421;Neutral;Anger;Neutral;0;0;0;0;0
12;1;6;1700581981147.png;Happiness;0.5062;Happiness;Happiness;Happiness;1;1;1;3;1
12;1;7;1700581984140.png;Sadness;0.4485;Fear;Fear;Sadness;0;0;1;1;0
12;1;8;1700581986437.png;Happiness;0.4754;Happiness;Happiness;Happiness;1;1;1;3;1
12;2;0;1700582050720.png;Neutral;0.6006;Neutral;Neutral;Neutral;1;1;1;3;1
12;2;1;1700582052745.png;Disgust;0.7353;Sadness;Anger;Anger;0;0;0;0;0
12;2;2;1700582055492.png;Surprise;0.9057;Surprise;Surprise;Surprise;1;1;1;3;1
12;2;3;1700582057784.png;Fear;0.1367;Fear;Fear;Fear;1;1;1;3;1
12;2;4;1700582060835.png;Disgust;0.6364;Disgust;Disgust;Anger;1;1;0;2;1
12;2;5;1700582061962.png;Disgust;0.376;Surprise;Happiness;Neutral;0;0;0;0;0
12;2;6;1700582064707.png;Fear;0.2003;Surprise;Surprise;Neutral;0;0;0;0;0
12;2;7;1700582067652.png;Neutral;0.583;Neutral;Neutral;Happiness;1;1;0;2;1
12;2;8;1700582070440.png;Surprise;0.8627;Surprise;Fear;Surprise;1;0;1;2;1
12;2;9;1700582072837.png;Surprise;0.8679;Surprise;Surprise;Surprise;1;1;1;3;1
12;2;10;1700582074464.png;Fear;0.0095;Happiness;Happiness;Happiness;0;0;0;0;0
12;2;11;1700582077346.png;Neutral;0.5368;Neutral;Neutral;Neutral;1;1;1;3;1
12;3;0;1700582158885.png;Neutral;0.5848;Neutral;Neutral;Neutral;1;1;1;3;1
12;3;1;1700582161222.png;Disgust;0.0187;Neutral;Neutral;Disgust;0;0;1;1;0
12;3;2;1700582163052.png;Anger;0.3237;Fear;Fear;Sadness;0;0;0;0;0
12;3;3;1700582165615.png;Surprise;0.6581;Fear;Fear;Surprise;0;0;1;1;0
12;3;4;1700582167043.png;Happiness;0.6944;Happiness;Happiness;Happiness;1;1;1;3;1
12;3;5;1700582169785.png;Fear;0.0475;Neutral;Fear;Fear;0;1;1;2;1
12;3;6;1700582172012.png;Sadness;0.2869;Fear;Fear;Disgust;0;0;0;0;0
12;3;7;1700582173419.png;Sadness;0.6783;Sadness;Fear;Disgust;1;0;0;1;0
12;3;8;1700582175675.png;Anger;0.3357;Sadness;Sadness;Anger;0;0;1;1;0
12;3;9;1700582177845.png;Disgust;0.5628;Happiness;Happiness;Happiness;0;0;0;0;0
12;3;10;1700582180005.png;Anger;0.2633;Sadness;Sadness;Sadness;0;0;0;0;0
12;3;11;1700582182108.png;Happiness;0.3119;Fear;Happiness;Neutral;0;1;0;1;0
12;3;12;1700582183583.png;Neutral;0.5802;Neutral;Neutral;Neutral;1;1;1;3;1
12;3;13;1700582185616.png;Surprise;0.8553;Fear;Surprise;Surprise;0;1;1;2;1
12;3;14;1700582187147.png;Neutral;0.5817;Neutral;Neutral;Neutral;1;1;1;3;1
12;3;15;1700582188915.png;Sadness;0.2602;Sadness;Neutral;Neutral;1;0;0;1;0
12;3;16;1700582191310.png;Fear;0.2305;Surprise;Fear;Fear;0;1;1;2;1
12;3;17;1700582192675.png;Happiness;0.9306;Happiness;Happiness;Happiness;1;1;1;3;1
12;3;18;1700582195137.png;Disgust;0.3836;Disgust;Disgust;Disgust;1;1;1;3;1
12;3;19;1700582197505.png;Surprise;0.6695;Fear;Fear;Surprise;0;0;1;1;0
12;3;20;1700582199302.png;Fear;0.0089;Neutral;Neutral;Sadness;0;0;0;0;0
12;4;0;1700582326463.png;Disgust;0.0515;Sadness;Disgust;Disgust;0;1;1;2;1
12;4;1;1700582329161.png;Sadness;0.4097;Sadness;Sadness;Sadness;1;1;1;3;1
12;4;2;1700582330708.png;Neutral;0.6287;Neutral;Neutral;Neutral;1;1;1;3;1
12;4;3;1700582332345.png;Surprise;0.8362;Surprise;Fear;Fear;1;0;0;1;0
12;4;4;1700582334354.png;Neutral;0.6218;Neutral;Neutral;Neutral;1;1;1;3;1
12;4;5;1700582336178.png;Neutral;0.583;Neutral;Neutral;Neutral;1;1;1;3;1
12;4;6;1700582337973.png;Happiness;0.9357;Happiness;Happiness;Happiness;1;1;1;3;1
12;4;7;1700582339270.png;Anger;0.2881;Sadness;Sadness;Sadness;0;0;0;0;0
12;4;8;1700582340968.png;Sadness;0.2746;Sadness;Sadness;Sadness;1;1;1;3;1
12;4;9;1700582342858.png;Fear;0.1964;Surprise;Surprise;Fear;0;0;1;1;0
12;4;10;1700582345005.png;Anger;0.276;Anger;Anger;Anger;1;1;1;3;1
12;4;11;1700582346757.png;Happiness;0.2998;Happiness;Happiness;Happiness;1;1;1;3;1
12;4;12;1700582347819.png;Disgust;0.192;Happiness;Happiness;Happiness;0;0;0;0;0
12;4;13;1700582349697.png;Happiness;0.7119;Happiness;Happiness;Happiness;1;1;1;3;1
12;4;14;1700582351337.png;Anger;0.2981;Sadness;Sadness;Sadness;0;0;0;0;0
12;4;15;1700582353178.png;Disgust;0.3025;Neutral;Fear;Disgust;0;0;1;1;0
12;4;16;1700582354642.png;Fear;0.1882;Surprise;Fear;Fear;0;1;1;2;1
12;4;17;1700582357226.png;Sadness;0.3721;Sadness;Sadness;Anger;1;1;0;2;1
12;4;18;1700582358759.png;Neutral;0.4712;Neutral;Neutral;Neutral;1;1;1;3;1
12;4;19;1700582360419.png;Surprise;0.909;Surprise;Surprise;Surprise;1;1;1;3;1
12;4;20;1700582362281.png;Sadness;0.5346;Fear;Sadness;Sadness;0;1;1;2;1
12;4;21;1700582364232.png;Surprise;0.9031;Surprise;Surprise;Fear;1;1;0;2;1
12;4;22;1700582365792.png;Anger;0.2813;Sadness;Sadness;Anger;0;0;1;1;0
12;4;23;1700582367504.png;Fear;0.1352;Surprise;Surprise;Fear;0;0;1;1;0
12;4;24;1700582369367.png;Happiness;0.5854;Happiness;Happiness;Happiness;1;1;1;3;1
12;4;25;1700582370759.png;Fear;0.1;Surprise;Surprise;Fear;0;0;1;1;0
12;4;26;1700582372694.png;Disgust;0.1249;Happiness;Happiness;Happiness;0;0;0;0;0
12;4;27;1700582374311.png;Surprise;0.8353;Surprise;Fear;Surprise;1;0;1;2;1
13;1;0;1700583797412.png;Anger;0.1858;Disgust;Anger;Anger;0;1;1;2;1
13;1;1;1700583800185.png;Sadness;0.5465;Sadness;Anger;Sadness;1;0;1;2;1
13;1;2;1700583803102.png;Happiness;0.9929;Happiness;Happiness;Happiness;1;1;1;3;1
13;1;3;1700583805997.png;Anger;0.2094;Anger;Anger;Anger;1;1;1;3;1
13;1;4;1700583807891.png;Anger;0.2771;Anger;Anger;Anger;1;1;1;3;1
13;1;5;1700583810077.png;Sadness;0.4001;Sadness;Sadness;Sadness;1;1;1;3;1
13;1;6;1700583813812.png;Happiness;0.9918;Happiness;Happiness;Happiness;1;1;1;3;1
13;1;7;1700583815717.png;Sadness;0.3764;Sadness;Sadness;Sadness;1;1;1;3;1
13;1;8;1700583818165.png;Happiness;0.9884;Happiness;Happiness;Happiness;1;1;1;3;1
13;2;0;1700583883653.png;Neutral;0.5904;Neutral;Neutral;Neutral;1;1;1;3;1
13;2;1;1700583885004.png;Disgust;0.778;Disgust;Anger;Anger;1;0;0;1;0
13;2;2;1700583887578.png;Surprise;0.6231;Surprise;Surprise;Fear;1;1;0;2;1
13;2;3;1700583891213.png;Fear;0.0762;Fear;Fear;Fear;1;1;1;3;1
13;2;4;1700583893370.png;Disgust;0.9234;Disgust;Disgust;Disgust;1;1;1;3;1
13;2;5;1700583896123.png;Disgust;0.8063;Sadness;Anger;Anger;0;0;0;0;0
13;2;6;1700583897868.png;Fear;0.1132;Neutral;Fear;Fear;0;1;1;2;1
13;2;7;1700583900861.png;Neutral;0.6074;Neutral;Neutral;Neutral;1;1;1;3;1
13;2;8;1700583903979.png;Surprise;0.8794;Surprise;Fear;Surprise;1;0;1;2;1
13;2;9;1700583906387.png;Surprise;0.7723;Surprise;Surprise;Surprise;1;1;1;3;1
13;2;10;1700583907629.png;Fear;0.0432;Sadness;Sadness;Sadness;0;0;0;0;0
13;2;11;1700583910942.png;Neutral;0.5944;Neutral;Neutral;Neutral;1;1;1;3;1
13;3;0;1700583999169.png;Neutral;0.6128;Neutral;Neutral;Neutral;1;1;1;3;1
13;3;1;1700584001197.png;Disgust;0.9264;Disgust;Anger;Disgust;1;0;1;2;1
13;3;2;1700584004423.png;Anger;0.1123;Happiness;Disgust;Happiness;0;0;0;0;0
13;3;3;1700584006525.png;Surprise;0.7613;Surprise;Surprise;Surprise;1;1;1;3;1
13;3;4;1700584007863.png;Happiness;0.9912;Happiness;Happiness;Happiness;1;1;1;3;1
13;3;5;1700584009992.png;Fear;0.3464;Disgust;Fear;Fear;0;1;1;2;1
13;3;6;1700584012456.png;Sadness;0.3029;Sadness;Sadness;Sadness;1;1;1;3;1
13;3;7;1700584014363.png;Sadness;0.3792;Sadness;Sadness;Sadness;1;1;1;3;1
13;3;8;1700584016564.png;Anger;0.1222;Disgust;Anger;Disgust;0;1;0;1;0
13;3;9;1700584017164.png;Disgust;0.6812;Anger;Anger;Anger;0;0;0;0;0
13;3;10;1700584020161.png;Anger;0.1035;Anger;Anger;Anger;1;1;1;3;1
13;3;11;1700584022622.png;Happiness;0.9767;Happiness;Happiness;Happiness;1;1;1;3;1
13;3;12;1700584023624.png;Neutral;0.4535;Neutral;Neutral;Neutral;1;1;1;3;1
13;3;13;1700584025989.png;Surprise;0.4237;Surprise;Fear;Surprise;1;0;1;2;1
13;3;14;1700584027538.png;Neutral;0.5538;Neutral;Neutral;Neutral;1;1;1;3;1
13;3;15;1700584030294.png;Sadness;0.4363;Sadness;Sadness;Sadness;1;1;1;3;1
13;3;16;1700584032421.png;Fear;0.2724;Neutral;Fear;Fear;0;1;1;2;1
13;3;17;1700584034051.png;Happiness;0.9925;Happiness;Happiness;Happiness;1;1;1;3;1
13;3;18;1700584035954.png;Disgust;0.8869;Disgust;Disgust;Disgust;1;1;1;3;1
13;3;19;1700584037726.png;Surprise;0.6091;Surprise;Surprise;Fear;1;1;0;2;1
13;3;20;1700584039426.png;Fear;0.1484;Neutral;Fear;Neutral;0;1;0;1;0
13;4;0;1700584201525.png;Disgust;0.9136;Disgust;Disgust;Disgust;1;1;1;3;1
13;4;1;1700584204317.png;Sadness;0.4102;Sadness;Sadness;Sadness;1;1;1;3;1
13;4;2;1700584206113.png;Neutral;0.5567;Neutral;Neutral;Neutral;1;1;1;3;1
13;4;3;1700584207271.png;Surprise;0.8043;Surprise;Surprise;Surprise;1;1;1;3;1
13;4;4;1700584208697.png;Neutral;0.5817;Neutral;Neutral;Neutral;1;1;1;3;1
13;4;5;1700584210752.png;Neutral;0.5675;Neutral;Neutral;Neutral;1;1;1;3;1
13;4;6;1700584212931.png;Happiness;0.991;Happiness;Happiness;Happiness;1;1;1;3;1
13;4;7;1700584214184.png;Anger;0.2239;Anger;Anger;Anger;1;1;1;3;1
13;4;8;1700584216493.png;Sadness;0.4534;Sadness;Sadness;Sadness;1;1;1;3;1
13;4;9;1700584217663.png;Fear;0.1464;Surprise;Fear;Fear;0;1;1;2;1
13;4;10;1700584219640.png;Anger;0.2804;Anger;Anger;Anger;1;1;1;3;1
13;4;11;1700584221354.png;Happiness;0.9914;Happiness;Happiness;Happiness;1;1;1;3;1
13;4;12;1700584223413.png;Disgust;0.9502;Disgust;Disgust;Disgust;1;1;1;3;1
13;4;13;1700584225058.png;Happiness;0.9893;Happiness;Happiness;Happiness;1;1;1;3;1
13;4;14;1700584227161.png;Anger;0.1664;Disgust;Disgust;Disgust;0;0;0;0;0
13;4;15;1700584228869.png;Disgust;0.3811;Sadness;Anger;Disgust;0;0;1;1;0
13;4;16;1700584229677.png;Fear;0.0134;Happiness;Anger;Happiness;0;0;0;0;0
13;4;17;1700584232123.png;Sadness;0.412;Sadness;Sadness;Sadness;1;1;1;3;1
13;4;18;1700584234061.png;Neutral;0.5595;Neutral;Neutral;Neutral;1;1;1;3;1
13;4;19;1700584235316.png;Surprise;0.3906;Happiness;Surprise;Happiness;0;1;0;1;0
13;4;20;1700584237227.png;Sadness;0.471;Sadness;Sadness;Sadness;1;1;1;3;1
13;4;21;1700584238451.png;Surprise;0.5676;Surprise;Surprise;Fear;1;1;0;2;1
13;4;22;1700584240494.png;Anger;0.2415;Anger;Anger;Anger;1;1;1;3;1
13;4;23;1700584242638.png;Fear;0.0694;Surprise;Fear;Fear;0;1;1;2;1
13;4;24;1700584244435.png;Happiness;0.9908;Happiness;Happiness;Happiness;1;1;1;3;1
13;4;25;1700584246482.png;Fear;0.1692;Surprise;Fear;Happiness;0;1;0;1;0
13;4;26;1700584248223.png;Disgust;0.9474;Anger;Anger;Anger;0;0;0;0;0
13;4;27;1700584249628.png;Surprise;0.6572;Surprise;Surprise;Surprise;1;1;1;3;1
14;1;0;1700745022331.png;Anger;0.3234;Sadness;Sadness;Sadness;0;0;0;0;0
14;1;1;1700745025508.png;Sadness;0.7019;Sadness;Sadness;Sadness;1;1;1;3;1
14;1;2;1700745028343.png;Happiness;0.7026;Happiness;Happiness;Happiness;1;1;1;3;1
14;1;3;1700745029729.png;Anger;0.2086;Neutral;Sadness;Sadness;0;0;0;0;0
14;1;4;1700745032110.png;Anger;0.2383;Sadness;Anger;Anger;0;1;1;2;1
14;1;5;1700745035202.png;Sadness;0.5865;Sadness;Sadness;Sadness;1;1;1;3;1
14;1;6;1700745038103.png;Happiness;0.7737;Happiness;Happiness;Happiness;1;1;1;3;1
14;1;7;1700745040741.png;Sadness;0.4684;Sadness;Sadness;Sadness;1;1;1;3;1
14;1;8;1700745043442.png;Happiness;0.9325;Happiness;Happiness;Happiness;1;1;1;3;1
14;2;0;1700745107452.png;Neutral;0.5414;Neutral;Neutral;Neutral;1;1;1;3;1
14;2;1;1700745110139.png;Disgust;0.857;Anger;Disgust;Disgust;0;1;1;2;1
14;2;2;1700745112620.png;Surprise;0.8108;Surprise;Surprise;Surprise;1;1;1;3;1
14;2;3;1700745115681.png;Fear;0.168;Fear;Fear;Fear;1;1;1;3;1
14;2;4;1700745117701.png;Disgust;0.4868;Sadness;Sadness;Sadness;0;0;0;0;0
14;2;5;1700745121238.png;Disgust;0.8016;Disgust;Disgust;Disgust;1;1;1;3;1
14;2;6;1700745123799.png;Fear;0.2235;Fear;Fear;Fear;1;1;1;3;1
14;2;7;1700745126278.png;Neutral;0.5141;Neutral;Neutral;Neutral;1;1;1;3;1
14;2;8;1700745128460.png;Surprise;0.7008;Surprise;Fear;Surprise;1;0;1;2;1
14;2;9;1700745130744.png;Surprise;0.8054;Surprise;Surprise;Surprise;1;1;1;3;1
14;2;10;1700745132889.png;Fear;0.2008;Fear;Fear;Fear;1;1;1;3;1
14;2;11;1700745135744.png;Neutral;0.5556;Neutral;Neutral;Disgust;1;1;0;2;1
14;3;0;1700745221245.png;Neutral;0.5621;Neutral;Neutral;Neutral;1;1;1;3;1
14;3;1;1700745223978.png;Disgust;0.7589;Disgust;Disgust;Disgust;1;1;1;3;1
14;3;2;1700745226874.png;Anger;0.3392;Neutral;Sadness;Sadness;0;0;0;0;0
14;3;3;1700745228376.png;Surprise;0.7621;Surprise;Surprise;Surprise;1;1;1;3;1
14;3;4;1700745230075.png;Happiness;0.8297;Happiness;Happiness;Happiness;1;1;1;3;1
14;3;5;1700745231984.png;Fear;0.3132;Fear;Fear;Fear;1;1;1;3;1
14;3;6;1700745234646.png;Sadness;0.631;Sadness;Sadness;Sadness;1;1;1;3;1
14;3;7;1700745236100.png;Sadness;0.6479;Sadness;Sadness;Sadness;1;1;1;3;1
14;3;8;1700745238681.png;Anger;0.3353;Anger;Anger;Anger;1;1;1;3;1
14;3;9;1700745240376.png;Disgust;0.761;Fear;Fear;Fear;0;0;0;0;0
14;3;10;1700745241981.png;Anger;0.2601;Sadness;Anger;Anger;0;1;1;2;1
14;3;11;1700745244540.png;Happiness;0.7874;Happiness;Happiness;Happiness;1;1;1;3;1
14;3;12;1700745246869.png;Neutral;0.5341;Neutral;Neutral;Neutral;1;1;1;3;1
14;3;13;1700745248301.png;Surprise;0.6419;Surprise;Fear;Fear;1;0;0;1;0
14;3;14;1700745249806.png;Neutral;0.5585;Neutral;Neutral;Neutral;1;1;1;3;1
14;3;15;1700745252436.png;Sadness;0.4678;Sadness;Sadness;Sadness;1;1;1;3;1
14;3;16;1700745254634.png;Fear;0.3517;Fear;Fear;Fear;1;1;1;3;1
14;3;17;1700745256570.png;Happiness;0.8489;Happiness;Happiness;Happiness;1;1;1;3;1
14;3;18;1700745258978.png;Disgust;0.8355;Disgust;Disgust;Disgust;1;1;1;3;1
14;3;19;1700745260605.png;Surprise;0.6838;Surprise;Fear;Surprise;1;0;1;2;1
14;3;20;1700745262111.png;Fear;0.2483;Anger;Fear;Neutral;0;1;0;1;0
14;4;0;1700745393712.png;Disgust;0.5342;Disgust;Disgust;Anger;1;1;0;2;1
14;4;1;1700745394756.png;Sadness;0.512;Sadness;Sadness;Sadness;1;1;1;3;1
